task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	vmem	rchar	wchar
16	0d/32165c	1761d298-6015-4c3d-bf85-68d8589c6104	sourmash_compute_sketch (SRR4050394_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:45.735	5m 43s	5m 20s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
11	49/814ca0	737000e4-0f03-405e-b23d-421efebec675	sourmash_compute_sketch (SRR4050389_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:45.559	12m 5s	11m 38s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
17	9b/79e4fe	53613064-1925-4561-803c-09ee8062c3ad	sourmash_compute_sketch (SRR4050395_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:45.217	7m 14s	6m 50s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
18	8a/a60824	c1de767c-2511-498f-881c-021122e73a35	sourmash_compute_sketch (SRR4050396_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:45.559	7m 23s	7m	0.0%	3.1 MB	19.3 MB	7.5 KB	0
20	49/0e900f	986bd550-38f7-42e2-8ecb-46e59549f72e	sourmash_compute_sketch (SRR4050398_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:46.004	5m 22s	5m 1s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
19	53/e572ab	f762dc71-b534-483d-a72c-c517b786646a	sourmash_compute_sketch (SRR4050397_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:46.003	8m 25s	7m 52s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
21	a3/01834a	dbc6c569-8b00-4aca-9d65-3be91a37941c	sourmash_compute_sketch (SRR4050399_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:45.386	10m 25s	9m 51s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
22	9f/08408b	ec2357f7-7109-42c9-b304-b5746b1acf53	sourmash_compute_sketch (SRR4050400_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:45.734	5m 53s	5m 28s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
23	69/6ad78f	99546db8-008a-414a-8222-31599324701f	sourmash_compute_sketch (SRR4050401_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:45.733	7m 24s	6m 59s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
24	c4/516f32	2a12547a-223f-4144-bf8d-eb303a0afb12	sourmash_compute_sketch (SRR4050402_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:46.310	5m 53s	5m 25s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
26	95/5df35b	45d425e7-2831-4c01-9c6a-76401c3cb79d	sourmash_compute_sketch (SRR4050404_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:46.310	6m 23s	5m 54s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
28	f3/44a00a	dadca0f8-2cbb-4830-83e8-5038a13656fd	sourmash_compute_sketch (SRR4050406_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:47.110	4m 42s	4m 2s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
25	c3/8011ec	5c06570a-1285-4e66-b32f-5b83c7079eca	sourmash_compute_sketch (SRR4050403_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:46.626	9m 14s	8m 49s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
29	27/46ea73	9cccc4f3-2ea2-4254-b842-3845f9f0ed4a	sourmash_compute_sketch (SRR4050407_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:47.107	4m 41s	4m 15s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
27	6d/af4ce1	841e1c2c-c178-4989-9cbc-b5359e1faa87	sourmash_compute_sketch (SRR4050405_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:46.625	5m 33s	5m 7s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
30	ee/b33834	f7ae440c-83fe-4f6f-9b89-feb75ab9857a	sourmash_compute_sketch (SRR4050408_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:46.804	7m 42s	7m 14s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
31	4f/257b94	898359b2-b4fd-4079-86f5-b7ef858f424b	sourmash_compute_sketch (SRR4050409_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:46.805	4m 19s	3m 58s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
32	56/b72148	f3287b96-b76e-45cc-bf43-0e80b536d649	sourmash_compute_sketch (SRR4050410_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:46.804	10m 33s	10m 3s	0.0%	3 MB	19.3 MB	7.5 KB	0
35	ab/bf0f8b	b45b76e9-168a-4eb0-bc40-1d46fdd21a8a	sourmash_compute_sketch (SRR4050413_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:47.584	5m 11s	4m 41s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
34	e6/121a5f	a9c416e2-bb47-4bb2-86ee-907e8b4da94a	sourmash_compute_sketch (SRR4050412_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:47.108	10m 3s	9m 32s	0.0%	3 MB	19.3 MB	7.5 KB	0
36	95/a76522	aebec887-59b1-4f84-99fd-1d98ba9b47a1	sourmash_compute_sketch (SRR4050414_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:47.584	7m 42s	7m 4s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
37	f7/fc7d50	775b2679-ad37-47e6-b1db-04cdeacb94d2	sourmash_compute_sketch (SRR4050415_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:48.375	7m 22s	6m 53s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
38	82/f84dc5	cb964e05-06c2-448c-9bbc-9748c5292a9f	sourmash_compute_sketch (SRR4050416_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:48.374	8m 52s	8m 15s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
39	9e/0d63f4	71224aa7-80dc-4ec9-b305-ef81af1a3584	sourmash_compute_sketch (SRR4050417_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:48.375	5m 11s	4m 29s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
33	83/81aea3	cd0e78af-8601-422f-bc8a-79a54184f8f3	sourmash_compute_sketch (SRR4050411_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:47.109	5m 11s	4m 41s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
40	d6/cfc042	fe8f648e-d292-4d83-9447-c93673606939	sourmash_compute_sketch (SRR4050418_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:48.374	1m 28s	54s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
41	b2/cd4bde	6f12d3b5-a26a-406e-af25-70bd6241c289	sourmash_compute_sketch (SRR4050419_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:48.374	3m 58s	3m 26s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
43	65/f2cec1	4288de28-1ac6-44cf-a15c-849c0e940cfe	sourmash_compute_sketch (SRR4050421_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:48.722	11m 22s	10m 49s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
42	9c/00b04f	0095dfa6-798d-4add-9b03-143616cb78b7	sourmash_compute_sketch (SRR4050420_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:48.377	8m 23s	7m 59s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
44	4e/5a2d47	88a9783e-ae77-44ee-823e-a9cc5dc5079b	sourmash_compute_sketch (SRR4050422_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:48.848	4m 29s	3m 57s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
46	3e/fafd90	04ae73d6-14fa-4bfe-9e4c-bbeac51c7a22	sourmash_compute_sketch (SRR4050424_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:49.024	5m 21s	4m 43s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
47	e6/1b9d8d	e2954e20-c5b9-4233-b2d8-85f28bba94f8	sourmash_compute_sketch (SRR4050425_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:49.024	12m 2s	11m 25s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
45	46/e5c451	ef9f19e3-c620-45e5-a073-10cbbaec709d	sourmash_compute_sketch (SRR4050423_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:49.277	4m 40s	3m 58s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
48	a2/e1032f	d6d324fa-1ba5-4030-a971-718e4e373068	sourmash_compute_sketch (SRR4050426_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:49.274	37.4s	3.5s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
49	c2/d7b6a9	6d547299-30a4-4f9c-8191-6f4602b45b06	sourmash_compute_sketch (SRR4050427_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:49.024	6m 30s	5m 56s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
50	55/9c53d7	7e238913-6684-4de0-8e95-fac603b30790	sourmash_compute_sketch (SRR4050428_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:49.024	3m 57s	3m 24s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
51	01/db004f	98ff9bfe-0e90-414a-8c1b-89b1893ffaeb	sourmash_compute_sketch (SRR4050429_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:49.276	7m 41s	6m 57s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
52	9d/7daa6e	0db9e93e-e54d-4c39-9500-267299e74113	sourmash_compute_sketch (SRR4050430_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:49.743	5m 59s	5m 10s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
54	5b/757125	841326e1-3f48-40bf-934d-af66b6735779	sourmash_compute_sketch (SRR4050432_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:49.950	8m 22s	7m 43s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
53	2d/050d2f	b6f7142f-c431-4e77-b078-46722e473494	sourmash_compute_sketch (SRR4050431_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:49.742	4m 59s	4m 25s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
55	85/999e36	15721a17-2b5e-4be8-a11d-1d90c5096902	sourmash_compute_sketch (SRR4050433_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:49.955	7m 20s	6m 35s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
56	fa/759ff4	471e7578-33a2-4a28-a8ae-3105399b0e2c	sourmash_compute_sketch (SRR4050434_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:49.948	11m 21s	10m 36s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
57	9a/7ec48c	5482d92c-4c7c-4833-b229-1140a133f537	sourmash_compute_sketch (SRR4050435_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:49.958	6m 59s	6m 32s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
59	4c/3c6386	e456167c-b25b-4ffa-a11a-9c8670f3ce8e	sourmash_compute_sketch (SRR4050437_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:50.310	8m	7m 28s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
58	19/19cea1	694ac801-bd44-418b-b097-161bda2a21a6	sourmash_compute_sketch (SRR4050436_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:50.310	10m 10s	9m 34s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
60	60/54cf6e	61e9cc34-a0b6-4030-b7d2-27adac445858	sourmash_compute_sketch (SRR4050438_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:50.483	7m 9s	6m 28s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
62	b8/1bf048	097bd3cd-a52f-449a-b38b-4df7efb699cc	sourmash_compute_sketch (SRR4050440_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:50.663	5m 49s	5m 9s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
61	47/e942d4	4ea6ca4d-0fea-4b85-ac28-6b18b6b16526	sourmash_compute_sketch (SRR4050439_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:50.838	7m 28s	7m	0.0%	3.1 MB	19.3 MB	7.5 KB	0
64	c9/67d0a3	2d84c9c2-d300-4066-a37d-fecbc57dc89d	sourmash_compute_sketch (SRR4050442_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:50.485	13m	12m 26s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
63	df/6f068d	bfbed3f9-7566-48f4-b367-9ee73922ce48	sourmash_compute_sketch (SRR4050441_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:50.838	3m 6s	2m 25s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
65	f3/7274bd	4a35b09f-5dcf-42f0-93c5-18a19472b4d6	sourmash_compute_sketch (SRR4050443_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:50.840	6m 8s	5m 35s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
67	7c/3d88eb	6190aaf5-bcef-4d0f-9c6f-92724fb23da8	sourmash_compute_sketch (SRR4050445_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:51.357	7m 49s	7m 7s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
66	82/e30565	8d2ae7c6-b380-4d3a-8577-45c153df5643	sourmash_compute_sketch (SRR4050444_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:51.357	8m 20s	7m 45s	0.0%	3 MB	19.3 MB	7.5 KB	0
68	f9/ac75ef	e6676655-eabc-4266-a55d-c6f668e62a7d	sourmash_compute_sketch (SRR4050446_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:51.356	4m 47s	4m 11s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
69	e8/a39cb7	ecee421c-08f7-42ed-9baa-dcae2b583a5a	sourmash_compute_sketch (SRR4050447_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:51.182	7m 19s	6m 38s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
70	42/fb27c9	c3c1c33f-9f48-4bde-86f4-92c40ec8d579	sourmash_compute_sketch (SRR4050448_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:51.532	46.7s	6.2s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
71	1b/8144d3	4093df16-b9fb-4d32-bea4-5832a4dc7e8d	sourmash_compute_sketch (SRR4050449_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:51.357	13m 59s	13m 38s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
72	62/5c7361	c546af97-ab07-4402-beb7-b648f5b36dc7	sourmash_compute_sketch (SRR4050450_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:51.711	7m 28s	6m 44s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
73	0e/c00951	e3f83ef1-2232-4842-a6c7-cb9410f82831	sourmash_compute_sketch (SRR4050451_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:51.711	14m 23s	13m 43s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
74	a2/a8afee	fdf300f5-c9fc-494c-a5e5-5745b300430c	sourmash_compute_sketch (SRR4050452_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:52.398	12m 8s	11m 45s	0.0%	3 MB	19.3 MB	7.5 KB	0
75	65/807415	9a5163ff-1a48-4c36-874f-60c2e17c507b	sourmash_compute_sketch (SRR4050453_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:52.398	5m 27s	4m 56s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
76	70/a5f66c	66a51fa6-684b-4760-888c-1ad04d34b116	sourmash_compute_sketch (SRR4050454_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:52.222	9m 9s	8m 36s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
77	97/545550	becc6282-db3c-42ea-884b-f98b871f1c3e	sourmash_compute_sketch (SRR4050455_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:51.878	6m 38s	6m 11s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
78	f0/afb516	4943af6f-8506-4eb5-8d20-bb1b504380dc	sourmash_compute_sketch (SRR4050456_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:52.222	10m 58s	10m 22s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
79	d2/988a31	46dd5bd7-4feb-4056-be1d-4e152c983f0f	sourmash_compute_sketch (SRR4050457_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:52.221	11m 38s	10m 59s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
80	65/2596df	d13c0af6-459d-4bb6-93fa-30bced6f2617	sourmash_compute_sketch (SRR4050458_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:52.222	34.8s	4.9s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
81	50/613d5d	2789bcbf-2d3e-4b58-874c-31b845dca66c	sourmash_compute_sketch (SRR4050459_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:52.398	34.8s	4.5s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
83	15/801880	c0245246-e34f-4767-befd-f77b66f068a7	sourmash_compute_sketch (SRR4050461_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:52.745	7m 58s	7m 23s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
82	20/959d7f	0719188c-a51c-4847-a84d-cbf3af46e1dd	sourmash_compute_sketch (SRR4050460_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:52.745	10m 47s	10m 17s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
84	7a/ac8d96	7242359f-205b-4563-beb4-c788450d4aa1	sourmash_compute_sketch (SRR4050462_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:53.600	12m 37s	11m 45s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
86	43/9e73b2	03f18cf0-bae2-4b71-9dd5-371f98515bfa	sourmash_compute_sketch (SRR4050464_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:53.419	10m 17s	9m 52s	0.0%	3 MB	19.3 MB	7.5 KB	0
87	9f/a8bf3f	f4d4e458-7b5d-40a3-a73c-f4112522810a	sourmash_compute_sketch (SRR4050465_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:53.352	5m 26s	4m 47s	0.0%	3 MB	19.3 MB	7.5 KB	0
85	54/5ac067	aee83a6b-3a91-4736-9127-4677b595fa40	sourmash_compute_sketch (SRR4050463_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:52.745	6m 37s	5m 58s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
88	d8/939514	3348d303-548d-4f8c-92b5-167922de33f1	sourmash_compute_sketch (SRR4050466_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:53.384	7m 7s	6m 16s	0.0%	3 MB	19.3 MB	7.5 KB	0
89	06/6f858c	2f8ce7d3-b350-4f6e-b25f-4bfa25aa7213	sourmash_compute_sketch (SRR4050467_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:53.384	55.9s	5.2s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
90	bb/a3056b	17e4319d-f7f8-48e9-b7f8-d2b706159006	sourmash_compute_sketch (SRR4050468_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:53.470	7m 26s	6m 55s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
91	4e/c357c4	3a646da4-ea48-4bde-99c1-c70f4fb15892	sourmash_compute_sketch (SRR4050469_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:53.501	5m 36s	4m 59s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
92	4e/4ba2b9	abfd765f-7cef-4de8-aca6-5946585fa3a7	sourmash_compute_sketch (SRR4050470_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:53.484	5m 46s	5m 4s	0.0%	3 MB	19.3 MB	7.5 KB	0
93	26/8ddfe2	e4adb7ef-922d-433a-8d99-2ff386e967be	sourmash_compute_sketch (SRR4050471_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:53.729	4m 45s	4m	0.0%	3.1 MB	19.3 MB	7.5 KB	0
95	71/dcdfed	52b6c59b-efee-4262-8523-363a1c3d951b	sourmash_compute_sketch (SRR4050473_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:54.262	4m 2s	3m 7s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
94	74/2c9a3f	c755593a-eacd-498c-8af3-14d7b5fcc2c6	sourmash_compute_sketch (SRR4050472_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:54.142	6m 36s	5m 35s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
96	5e/ea611f	02967fde-d4e6-4791-9002-5d21b9edb8e9	sourmash_compute_sketch (SRR4050474_pass_molecule-protein_ksize-9_log2sketchsize-16)	CACHED	0	2019-03-12 10:58:53.606	8m 27s	7m 21s	0.0%	3 MB	19.3 MB	7.5 KB	0
